Player,R,ACS,K:D,KAST,ADR,KPR,APR,FKPR,FDPR,HS%,CL%,K,D,A,FK,FD,DPR
RvK,0.97,189.2,0.97,0.68,124.8,0.67,0.24,0.07,0.09,32.0,14.0,4385,4532,1546,490,606,0.69
iluri,0.97,176.7,0.92,0.72,116.8,0.62,0.31,0.06,0.07,30.0,16.0,2210,2413,1097,197,265,0.676
MerSa,0.97,177.6,0.9,0.71,114.5,0.62,0.42,0.06,0.07,25.0,12.0,1184,1318,794,116,135,0.691
TENSAI,0.97,205.5,0.92,0.7,135.2,0.67,0.33,0.07,0.07,22.0,10.0,834,902,410,87,90,0.729
bobys,0.97,232.7,1.04,0.69,148.0,0.81,0.25,0.14,0.12,23.0,14.0,1392,1340,425,245,203,0.775
atlas,0.97,211.6,0.99,0.69,135.8,0.76,0.22,0.1,0.12,23.0,17.0,2076,2088,600,284,319,0.761
hazed,0.97,183.5,0.97,0.71,120.6,0.64,0.27,0.08,0.1,27.0,15.0,3741,3839,1590,446,541,0.655
keloqz,0.97,218.1,1.02,0.67,136.8,0.77,0.14,0.18,0.16,28.0,9.0,2769,2723,487,631,577,0.758
ValdyN,0.97,198.9,0.92,0.71,128.1,0.7,0.32,0.09,0.09,21.0,12.0,916,992,423,123,118,0.757
Jangler,0.97,174.4,0.92,0.71,113.1,0.63,0.33,0.04,0.05,26.0,16.0,4401,4766,2296,310,363,0.687
HeiB,0.97,204.6,0.99,0.69,132.3,0.71,0.22,0.16,0.15,25.0,17.0,1884,1896,590,289,278,0.719
Sofa,0.97,197.0,0.92,0.7,128.5,0.67,0.27,0.08,0.09,20.0,13.0,899,978,360,113,125,0.732
kobra,0.97,212.6,1.0,0.64,135.8,0.75,0.17,0.15,0.14,26.0,13.0,1318,1314,295,257,244,0.743
Aiko,0.97,185.7,0.91,0.71,124.6,0.63,0.34,0.07,0.07,22.0,16.0,3282,3592,1788,347,387,0.692
LEXY,0.97,210.9,0.99,0.71,136.6,0.71,0.29,0.1,0.12,18.0,18.0,3363,3405,1357,472,559,0.723
epathy,0.97,214.6,1.01,0.68,135.1,0.76,0.13,0.19,0.16,25.0,12.0,3656,3603,639,917,766,0.754
SEIDER,0.97,195.6,1.0,0.69,123.6,0.7,0.27,0.09,0.1,31.0,17.0,2678,2677,1032,328,367,0.697
rood,0.97,194.0,0.97,0.68,126.7,0.66,0.18,0.12,0.11,21.0,10.0,2063,2136,564,375,344,0.688
Anoxai,0.97,218.5,0.98,0.68,143.7,0.76,0.18,0.16,0.15,23.0,13.0,2036,2074,486,428,392,0.774
Redneval,0.97,225.3,0.98,0.69,142.9,0.77,0.23,0.18,0.18,22.0,14.0,1867,1911,561,435,437,0.784
Ayke,0.97,186.0,0.95,0.7,124.7,0.66,0.28,0.05,0.06,29.0,13.0,1555,1636,655,117,147,0.691
Esperanza,0.97,192.6,0.95,0.71,127.0,0.68,0.26,0.1,0.09,30.0,14.0,2249,2359,850,317,299,0.709
HANN,0.97,229.7,1.0,0.67,148.6,0.78,0.17,0.18,0.17,24.0,6.0,1437,1437,320,338,306,0.78
rodeN,0.97,204.8,0.95,0.71,129.1,0.69,0.31,0.1,0.11,22.0,18.0,2852,2991,1266,428,455,0.728
zunba,0.97,190.4,0.99,0.72,125.0,0.68,0.3,0.07,0.07,23.0,13.0,1272,1290,560,132,131,0.686
specimen,0.97,200.7,0.97,0.69,128.9,0.72,0.24,0.08,0.09,26.0,15.0,1686,1738,574,184,224,0.737
iRdy,0.97,181.4,0.91,0.69,121.0,0.62,0.26,0.07,0.07,25.0,13.0,929,1025,400,104,110,0.679
Medusa,0.97,204.7,1.03,0.68,134.0,0.71,0.25,0.1,0.11,27.0,18.0,1943,1895,690,287,306,0.691
Fidelwow,0.97,190.6,0.92,0.72,124.8,0.67,0.26,0.06,0.1,23.0,7.0,718,784,280,68,103,0.732
Hate,0.97,181.2,0.92,0.71,118.8,0.65,0.28,0.06,0.08,31.0,17.0,1422,1551,625,137,175,0.707
beyAz,0.97,175.0,0.91,0.72,117.1,0.6,0.32,0.05,0.07,21.0,19.0,1186,1302,628,99,122,0.662
Siduzord,0.97,189.8,0.94,0.69,126.3,0.65,0.32,0.07,0.07,21.0,14.0,1303,1380,644,131,137,0.691
Incredible,0.97,184.4,0.91,0.71,119.2,0.63,0.33,0.07,0.09,18.0,17.0,1211,1329,631,143,165,0.695
Tsuya,0.97,214.5,0.97,0.69,135.3,0.74,0.22,0.15,0.16,18.0,17.0,3564,3677,1052,735,795,0.758
flyuh,0.97,188.9,0.92,0.72,124.2,0.65,0.38,0.07,0.09,25.0,13.0,4239,4619,2457,478,613,0.707
pashapain666,0.97,195.1,1.0,0.69,130.8,0.71,0.24,0.08,0.09,30.0,14.0,1200,1197,404,133,151,0.704
Maverick,0.97,193.2,0.91,0.71,126.5,0.65,0.3,0.09,0.11,24.0,16.0,1748,1914,809,246,283,0.714
Evilkyk,0.97,195.8,0.95,0.72,125.7,0.7,0.33,0.08,0.08,27.0,15.0,2269,2376,1071,259,252,0.729
Shrew,0.97,188.3,0.95,0.7,118.6,0.67,0.23,0.13,0.11,21.0,12.0,1541,1630,531,292,249,0.706
snikk,0.97,209.7,0.99,0.69,139.4,0.73,0.24,0.11,0.11,29.0,16.0,3347,3395,1115,487,497,0.742
Wyz,0.97,209.5,1.03,0.7,133.1,0.75,0.22,0.11,0.1,22.0,13.0,1164,1130,338,174,155,0.728
Brando,0.97,179.1,0.83,0.74,118.9,0.58,0.37,0.05,0.04,16.0,16.0,737,892,472,61,43,0.701
l0udly,0.97,191.6,0.89,0.7,126.2,0.65,0.29,0.09,0.12,24.0,16.0,1454,1631,655,194,254,0.73
Symbol,0.97,184.7,0.93,0.72,123.9,0.65,0.28,0.06,0.05,27.0,14.0,718,769,314,65,55,0.691
ponkt,0.97,199.0,0.98,0.68,130.4,0.71,0.17,0.1,0.12,32.0,16.0,2590,2639,633,370,442,0.725
999kvmil,0.97,211.7,0.99,0.7,137.5,0.75,0.22,0.11,0.12,25.0,13.0,1593,1609,471,235,247,0.753
Antidote,0.97,186.4,0.98,0.69,120.7,0.66,0.24,0.09,0.09,25.0,16.0,4423,4506,1616,586,611,0.676
Luc1d,0.97,203.2,0.99,0.68,131.4,0.73,0.18,0.13,0.13,29.0,10.0,1650,1665,411,292,294,0.736
XiSTOU,0.97,212.8,1.03,0.7,136.7,0.73,0.23,0.11,0.1,28.0,15.0,2803,2727,868,408,374,0.712
luckeRRR,0.97,202.9,0.99,0.69,126.8,0.71,0.22,0.13,0.11,23.0,15.0,4164,4218,1316,785,573,0.717
fznnn,0.97,182.0,0.94,0.72,119.7,0.62,0.34,0.06,0.07,22.0,14.0,3045,3234,1675,312,356,0.658
tockers,0.97,193.4,0.93,0.72,128.0,0.66,0.33,0.09,0.09,28.0,12.0,1240,1330,608,174,165,0.712
chase,0.97,214.6,1.0,0.7,138.3,0.74,0.22,0.15,0.15,24.0,21.0,1925,1920,580,391,383,0.743
Torrify,0.97,201.8,0.97,0.69,134.4,0.7,0.24,0.1,0.12,20.0,12.0,1882,1938,633,279,325,0.72
DENYA,0.97,210.1,1.0,0.66,134.9,0.74,0.16,0.13,0.13,21.0,13.0,2487,2494,524,437,431,0.747
ohai,0.97,189.6,0.91,0.71,123.6,0.66,0.3,0.09,0.11,27.0,15.0,3947,4355,1804,553,661,0.723
iNTRO,0.97,201.9,1.03,0.72,129.1,0.72,0.25,0.09,0.1,31.0,11.0,1270,1232,434,163,183,0.697
N A I S,0.97,184.7,0.89,0.71,123.1,0.64,0.29,0.06,0.1,25.0,10.0,966,1080,438,91,152,0.715
zeek,0.96,197.3,0.9,0.72,129.4,0.68,0.42,0.07,0.08,28.0,9.0,888,985,542,87,109,0.755
FANE,0.96,202.8,1.03,0.69,130.1,0.72,0.21,0.08,0.07,19.0,18.0,1376,1330,393,153,129,0.695
Fr4nky,0.96,182.2,0.9,0.71,121.8,0.62,0.34,0.07,0.07,24.0,13.0,2833,3162,1539,314,319,0.694
saint,0.96,188.5,0.9,0.71,124.9,0.65,0.36,0.07,0.09,22.0,14.0,1415,1579,784,152,186,0.728
rlzy,0.96,213.7,0.98,0.66,138.6,0.75,0.17,0.15,0.17,26.0,13.0,1467,1494,333,295,328,0.765
ryotzz,0.96,185.4,0.88,0.72,122.2,0.62,0.39,0.06,0.1,15.0,14.0,1789,2023,1115,175,273,0.705
PatMen,0.96,219.8,0.99,0.7,147.0,0.76,0.26,0.11,0.1,32.0,11.0,853,865,291,123,114,0.775
GodDead,0.96,192.4,0.89,0.7,124.7,0.65,0.35,0.09,0.1,22.0,12.0,1583,1775,839,210,248,0.732
OniBy,0.96,187.6,0.89,0.72,126.3,0.63,0.3,0.08,0.08,28.0,12.0,1137,1273,536,140,148,0.701
Katashio,0.96,204.8,0.93,0.71,132.6,0.7,0.32,0.08,0.1,22.0,14.0,1681,1804,765,201,243,0.747
Lorri,0.96,204.4,0.95,0.7,131.7,0.71,0.29,0.11,0.11,24.0,12.0,3479,3646,1427,527,548,0.744
Anreit,0.96,192.8,0.98,0.7,127.0,0.69,0.24,0.07,0.08,29.0,11.0,726,738,249,76,80,0.703
silenx,0.96,199.8,0.98,0.7,132.0,0.71,0.24,0.1,0.1,29.0,16.0,3839,3921,1326,540,556,0.72
Tempz,0.96,196.6,0.92,0.73,128.8,0.68,0.35,0.09,0.11,24.0,12.0,1503,1633,779,194,237,0.741
ozzy,0.96,182.0,0.92,0.73,119.7,0.63,0.33,0.07,0.09,21.0,18.0,1343,1456,702,155,189,0.688
Padisah,0.96,200.4,1.0,0.68,136.0,0.72,0.19,0.08,0.1,28.0,13.0,1325,1324,345,155,184,0.722
NXBLE,0.96,220.6,0.97,0.68,145.9,0.76,0.24,0.15,0.16,25.0,13.0,785,813,253,154,167,0.787
Papicam,0.96,203.2,0.96,0.69,135.2,0.71,0.23,0.09,0.09,24.0,12.0,1641,1704,532,218,212,0.736
WIX,0.96,194.1,0.92,0.69,130.0,0.67,0.24,0.09,0.09,28.0,12.0,1749,1895,637,229,233,0.727
Dev0,0.96,217.3,0.97,0.66,140.4,0.75,0.16,0.18,0.16,25.0,16.0,1591,1634,336,386,345,0.774
DarkLight,0.96,192.2,0.95,0.71,128.3,0.68,0.27,0.05,0.07,25.0,15.0,1550,1626,611,122,170,0.714
mizu,0.96,194.8,0.96,0.68,124.7,0.7,0.19,0.13,0.11,35.0,14.0,2123,2207,595,382,347,0.723
rheat,0.96,202.5,0.97,0.7,134.3,0.71,0.23,0.09,0.09,28.0,18.0,1199,1233,397,160,160,0.727
shawn,0.96,183.2,0.91,0.71,123.7,0.63,0.32,0.07,0.08,21.0,10.0,1285,1418,664,144,170,0.694
Nyang,0.96,165.1,0.92,0.72,108.8,0.58,0.33,0.05,0.06,22.0,13.0,1722,1862,967,145,174,0.632
fReeze,0.96,178.0,0.92,0.73,112.7,0.63,0.42,0.05,0.06,26.0,12.0,943,1025,634,75,93,0.686
meryl,0.96,180.3,0.88,0.73,117.3,0.63,0.43,0.07,0.08,22.0,13.0,942,1076,643,103,112,0.717
tyfoon,0.96,194.7,0.93,0.74,130.6,0.67,0.33,0.07,0.08,21.0,15.0,1514,1626,749,167,178,0.717
AjMERiTO,0.96,200.5,0.93,0.7,125.6,0.68,0.24,0.13,0.13,21.0,18.0,1194,1281,424,222,225,0.727
skylen,0.96,182.4,0.94,0.72,119.9,0.65,0.32,0.07,0.08,32.0,17.0,1591,1700,791,179,202,0.694
Baez,0.96,202.9,0.94,0.68,127.8,0.71,0.23,0.13,0.14,28.0,15.0,754,799,242,141,153,0.75
Snowwke,0.96,211.8,0.97,0.71,136.9,0.73,0.21,0.16,0.17,16.0,14.0,1000,1035,287,215,226,0.757
wayLander,0.96,190.7,0.91,0.68,125.0,0.66,0.32,0.1,0.13,28.0,19.0,2644,2895,1299,383,504,0.72
litshii,0.96,188.7,0.91,0.7,125.7,0.65,0.34,0.07,0.09,22.0,14.0,1110,1214,580,121,149,0.715
Dory,0.96,170.9,0.9,0.72,110.3,0.61,0.41,0.05,0.06,27.0,13.0,2201,2455,1495,163,233,0.679
MANNICK,0.96,201.2,0.93,0.69,136.1,0.69,0.28,0.1,0.11,25.0,11.0,1444,1561,580,217,224,0.744
bucher1,0.96,193.5,0.93,0.7,128.4,0.66,0.27,0.08,0.09,22.0,18.0,1234,1320,497,152,163,0.711
jurca,0.96,199.0,0.94,0.7,134.9,0.69,0.28,0.1,0.11,29.0,16.0,1178,1248,474,169,182,0.734
senyorcarl,0.96,207.4,0.98,0.7,133.1,0.73,0.25,0.11,0.11,25.0,15.0,1773,1817,603,267,267,0.752
Davud,0.96,219.3,0.97,0.66,143.6,0.75,0.19,0.18,0.17,21.0,12.0,1378,1424,354,331,320,0.773
truo,0.96,187.7,0.95,0.71,123.4,0.67,0.29,0.07,0.07,30.0,11.0,2095,2213,902,227,230,0.705
Kequeq,0.96,218.6,0.98,0.7,141.8,0.75,0.28,0.14,0.13,24.0,10.0,849,867,313,158,148,0.763
pho,0.96,189.5,0.95,0.69,125.5,0.66,0.27,0.07,0.07,26.0,16.0,4862,5136,1988,552,530,0.695
ShawateRR,0.96,194.8,0.91,0.7,129.5,0.68,0.33,0.07,0.08,29.0,14.0,1003,1100,488,107,116,0.747
blitzeN,0.96,202.2,1.02,0.67,129.6,0.74,0.19,0.11,0.1,33.0,12.0,1166,1140,293,168,163,0.722
iyen,0.96,189.6,0.96,0.69,121.1,0.66,0.25,0.09,0.1,18.0,18.0,3464,3593,1300,456,538,0.688
Russ,0.96,188.2,0.92,0.7,119.8,0.65,0.31,0.09,0.12,30.0,15.0,3471,3761,1648,490,605,0.708
xyNe,0.96,181.9,0.88,0.72,117.6,0.63,0.34,0.06,0.09,20.0,12.0,769,870,413,79,114,0.713
rain,0.96,191.8,0.94,0.7,125.1,0.67,0.33,0.07,0.08,22.0,12.0,1732,1836,853,188,195,0.713
andrew,0.96,216.1,1.0,0.69,140.4,0.78,0.16,0.15,0.14,30.0,13.0,2246,2237,465,420,392,0.776
Fweshest,0.96,188.5,0.95,0.69,121.8,0.68,0.26,0.07,0.08,30.0,15.0,2179,2294,850,226,258,0.714
Kon,0.96,209.6,0.96,0.68,142.7,0.73,0.27,0.08,0.1,30.0,12.0,984,1025,368,108,134,0.759
Rias,0.96,179.9,0.89,0.7,122.1,0.61,0.33,0.05,0.07,27.0,13.0,1357,1526,728,114,161,0.685
LockM,0.96,186.6,0.93,0.7,127.6,0.65,0.26,0.07,0.08,31.0,22.0,895,960,357,95,89,0.699
nk4y,0.96,215.9,0.99,0.68,142.9,0.76,0.16,0.14,0.12,31.0,11.0,1187,1204,254,221,195,0.767
LKSHOW,0.96,193.4,0.9,0.73,127.2,0.65,0.39,0.06,0.06,20.0,12.0,875,968,524,85,81,0.719
Changee,0.96,210.6,0.96,0.67,139.1,0.72,0.19,0.13,0.14,24.0,17.0,986,1028,256,172,191,0.755
sogo,0.96,211.9,0.97,0.67,140.4,0.73,0.17,0.14,0.13,20.0,7.0,1648,1698,374,311,285,0.756
Subroza,0.96,208.2,0.98,0.71,133.3,0.72,0.27,0.12,0.13,27.0,14.0,3633,3701,1349,586,605,0.729
siz,0.96,219.1,1.01,0.67,142.2,0.77,0.18,0.13,0.12,31.0,8.0,806,795,192,141,125,0.759
Ivan4ezz,0.96,203.4,0.96,0.67,134.7,0.72,0.25,0.1,0.12,26.0,17.0,1340,1393,470,185,232,0.749
Clarenz,0.96,186.2,0.95,0.73,117.1,0.66,0.33,0.04,0.07,17.0,14.0,1037,1087,516,69,113,0.689
Haodong,0.96,179.5,0.94,0.73,114.2,0.63,0.34,0.07,0.07,28.0,17.0,3250,3452,1727,284,307,0.673
lyNxi,0.96,169.2,0.9,0.73,112.4,0.6,0.28,0.05,0.05,25.0,12.0,2287,2534,1062,195,207,0.669
denzo,0.96,232.5,0.99,0.66,148.1,0.79,0.19,0.18,0.18,24.0,14.0,1103,1118,265,254,245,0.803
WANHEDA,0.96,196.5,0.96,0.71,129.8,0.69,0.23,0.08,0.07,16.0,11.0,755,788,254,85,79,0.72
psydreams,0.96,198.7,0.92,0.7,132.5,0.68,0.28,0.1,0.11,22.0,10.0,3522,3822,1470,501,560,0.736
Crws,0.96,187.7,0.94,0.72,121.5,0.66,0.35,0.07,0.09,23.0,17.0,3438,3661,1856,372,473,0.699
Coffee,0.96,214.7,1.0,0.69,138.3,0.73,0.23,0.13,0.13,20.0,19.0,3201,3190,1026,566,561,0.723
Bromas,0.96,199.0,0.96,0.7,130.0,0.7,0.34,0.06,0.07,24.0,12.0,1298,1355,626,115,137,0.728
crescents,0.96,207.6,0.94,0.72,131.9,0.7,0.37,0.09,0.11,20.0,14.0,798,848,422,106,128,0.739
Asteriskk,0.96,177.5,0.94,0.72,110.4,0.63,0.34,0.06,0.08,18.0,16.0,2407,2569,1291,231,292,0.673
Nahsie,0.96,197.5,0.92,0.69,128.7,0.69,0.36,0.09,0.11,25.0,16.0,3490,3778,1811,470,540,0.745
Zap,0.96,195.7,0.95,0.68,128.9,0.68,0.23,0.1,0.11,22.0,14.0,1621,1708,542,240,260,0.714
GugeDD,0.96,204.7,0.99,0.71,130.9,0.71,0.22,0.1,0.09,23.0,14.0,717,727,225,100,95,0.723
qq,0.96,211.6,0.95,0.69,135.7,0.71,0.25,0.14,0.14,20.0,13.0,1896,2003,677,364,373,0.753
ShonP,0.96,200.8,0.92,0.69,135.4,0.67,0.32,0.08,0.08,25.0,14.0,1567,1695,758,188,198,0.722
suther,0.96,221.3,1.04,0.71,145.8,0.75,0.3,0.11,0.12,19.0,13.0,1485,1426,598,209,229,0.724
jkuro,0.96,203.2,0.97,0.71,125.3,0.71,0.29,0.1,0.11,22.0,17.0,714,738,291,93,97,0.735
OYKU,0.96,188.7,0.94,0.71,123.7,0.66,0.27,0.06,0.08,20.0,12.0,1547,1638,633,148,175,0.702
Elixllo,0.96,201.6,0.94,0.68,136.3,0.69,0.27,0.1,0.1,29.0,14.0,859,910,338,118,119,0.734
Rarga,0.96,225.7,1.02,0.66,146.7,0.79,0.16,0.15,0.16,31.0,15.0,790,772,163,152,157,0.772
Newzera,0.96,180.1,1.0,0.72,115.2,0.66,0.26,0.07,0.08,34.0,15.0,1429,1428,555,153,171,0.661
Fisker,0.96,224.0,0.97,0.66,138.9,0.76,0.2,0.2,0.19,25.0,17.0,1973,2024,525,515,486,0.782
Cab8ts,0.96,207.1,0.97,0.69,138.3,0.71,0.2,0.12,0.1,26.0,15.0,738,758,204,120,106,0.73
Dogo,0.96,206.0,0.98,0.69,136.3,0.72,0.22,0.1,0.11,24.0,18.0,2344,2391,728,315,343,0.737
neptuNo,0.96,176.6,0.92,0.72,117.6,0.61,0.33,0.07,0.08,24.0,14.0,1271,1386,684,134,172,0.67
Salvestro,0.96,221.5,1.09,0.67,135.3,0.78,0.18,0.16,0.14,21.0,12.0,1089,998,247,227,190,0.712
Art1st,0.96,190.2,0.94,0.7,123.6,0.66,0.32,0.08,0.08,29.0,14.0,2374,2515,1161,289,233,0.695
AYRIN,0.96,189.9,0.93,0.72,122.2,0.65,0.27,0.07,0.07,17.0,17.0,3630,3888,1498,412,390,0.698
canezera,0.96,231.8,1.0,0.67,149.5,0.81,0.21,0.18,0.19,34.0,11.0,997,999,261,225,237,0.807
amidib,0.96,181.9,0.93,0.68,121.0,0.64,0.24,0.06,0.09,25.0,17.0,942,1008,354,89,129,0.684
tweethy,0.96,194.2,0.96,0.67,131.7,0.67,0.19,0.08,0.1,25.0,15.0,751,782,215,93,115,0.697
HellrangeR,0.96,174.0,0.96,0.7,113.0,0.63,0.28,0.06,0.07,28.0,17.0,3307,3456,1463,314,386,0.654
xeboda,0.96,208.6,0.95,0.68,134.2,0.74,0.2,0.12,0.13,26.0,13.0,1165,1224,316,194,205,0.773
re1sxd,0.96,189.6,0.96,0.69,123.5,0.67,0.23,0.08,0.1,19.0,23.0,1223,1269,425,143,178,0.696
glym,0.96,204.9,0.97,0.7,133.7,0.71,0.22,0.13,0.13,20.0,15.0,1163,1195,362,208,217,0.729
kugio,0.96,205.4,0.97,0.69,133.8,0.72,0.28,0.12,0.14,26.0,15.0,1691,1746,649,275,323,0.744
trace102k,0.96,194.7,0.94,0.67,125.0,0.67,0.22,0.07,0.09,18.0,8.0,939,997,311,105,128,0.712
Kushay,0.96,196.4,0.93,0.71,127.2,0.68,0.37,0.08,0.1,27.0,15.0,3057,3277,1685,372,447,0.728
Sh0ckwave,0.96,185.1,0.97,0.72,117.9,0.66,0.22,0.07,0.07,19.0,19.0,804,827,274,87,87,0.678
eleo,0.96,174.6,0.86,0.71,117.9,0.58,0.34,0.06,0.08,24.0,16.0,1800,2094,1052,199,235,0.675
summertime,0.96,195.6,0.87,0.71,127.2,0.66,0.45,0.09,0.11,27.0,18.0,1022,1181,699,137,173,0.76
BMV,0.96,182.6,0.93,0.73,119.5,0.65,0.31,0.06,0.07,29.0,14.0,1369,1466,647,125,151,0.699
mle,0.96,189.2,0.94,0.7,124.4,0.66,0.29,0.09,0.11,24.0,13.0,2568,2746,1119,364,409,0.708
oitaN,0.96,197.4,0.95,0.68,138.9,0.67,0.21,0.09,0.1,22.0,13.0,1122,1184,357,147,170,0.708
Myth,0.96,193.4,0.96,0.71,127.7,0.7,0.33,0.08,0.09,27.0,13.0,948,988,444,109,124,0.724
k1Ng,0.95,208.9,0.95,0.69,140.5,0.72,0.23,0.1,0.1,24.0,18.0,1496,1571,471,208,211,0.753
Danielesflo,0.95,201.6,0.96,0.71,131.5,0.69,0.35,0.09,0.1,21.0,15.0,1296,1345,665,174,183,0.715
Blas,0.95,183.7,0.9,0.68,122.1,0.65,0.25,0.08,0.07,22.0,12.0,653,726,252,78,73,0.718
nandinh0,0.95,189.9,0.91,0.69,126.4,0.64,0.31,0.09,0.08,25.0,16.0,699,772,331,100,86,0.712
Sevire,0.95,206.4,0.96,0.68,132.3,0.73,0.23,0.14,0.13,23.0,15.0,1147,1197,365,227,210,0.759
snxper,0.95,189.0,0.88,0.7,123.4,0.64,0.34,0.07,0.08,26.0,12.0,3260,3687,1711,373,408,0.727
light,0.95,176.2,0.92,0.71,113.3,0.63,0.25,0.06,0.06,23.0,16.0,898,975,359,88,92,0.682
Twirly,0.95,222.5,1.0,0.68,148.1,0.78,0.18,0.16,0.16,26.0,13.0,1144,1145,264,233,241,0.779
Boom,0.95,197.7,0.94,0.66,128.8,0.68,0.17,0.1,0.11,23.0,8.0,751,798,191,110,125,0.722
zombs,0.95,172.7,0.9,0.74,111.0,0.61,0.3,0.06,0.08,20.0,14.0,3367,3736,1657,346,401,0.671
mega,0.95,197.8,0.99,0.66,127.9,0.71,0.15,0.12,0.12,24.0,20.0,882,893,182,144,150,0.718
hugeon,0.95,179.7,0.99,0.7,117.1,0.64,0.34,0.06,0.06,28.0,13.0,2025,2054,1076,185,177,0.653
Bati,0.95,174.3,0.81,0.71,115.6,0.56,0.42,0.07,0.09,21.0,13.0,1524,1889,1140,188,246,0.697
silenttt,0.95,188.7,0.94,0.69,126.2,0.67,0.22,0.08,0.08,28.0,12.0,1617,1714,531,203,199,0.711
suyjing,0.95,179.1,0.85,0.69,126.0,0.62,0.32,0.08,0.1,22.0,14.0,855,1008,443,78,100,0.729
zMART,0.95,213.5,0.93,0.66,140.2,0.72,0.27,0.12,0.16,27.0,16.0,1099,1181,406,187,243,0.777
rainssa,0.95,183.9,0.92,0.72,122.8,0.66,0.33,0.07,0.08,23.0,11.0,2275,2468,1137,242,282,0.713
Ale,0.95,217.3,1.0,0.68,139.0,0.75,0.25,0.13,0.14,23.0,16.0,2819,2810,943,508,519,0.745
xnfri,0.95,182.8,0.88,0.71,123.4,0.62,0.3,0.07,0.08,25.0,13.0,1006,1138,484,120,137,0.705
Shondex,0.95,205.2,1.0,0.7,135.2,0.74,0.15,0.11,0.09,30.0,10.0,997,1000,197,150,128,0.74
KappA,0.95,168.4,0.86,0.72,114.7,0.57,0.3,0.05,0.07,24.0,12.0,3030,3525,1595,274,351,0.666
tayhuhu,0.95,167.5,0.86,0.73,110.6,0.58,0.34,0.04,0.05,22.0,11.0,1559,1812,909,117,143,0.676
izzengi,0.95,190.4,0.93,0.72,131.0,0.64,0.25,0.06,0.05,18.0,13.0,688,740,268,66,56,0.688
Jow,0.95,203.3,0.93,0.67,136.9,0.71,0.28,0.09,0.08,35.0,12.0,743,799,296,98,84,0.76
v1nny,0.95,175.6,0.89,0.73,114.6,0.61,0.33,0.07,0.09,27.0,14.0,2722,3046,1451,292,382,0.683
Masked,0.95,189.9,0.9,0.69,126.3,0.65,0.29,0.08,0.07,28.0,15.0,960,1070,425,123,103,0.725
EmilShe1n,0.95,183.0,1.0,0.7,123.6,0.66,0.17,0.08,0.07,22.0,15.0,700,702,181,88,74,0.665
MateliaN,0.95,201.7,0.94,0.7,133.1,0.7,0.26,0.12,0.12,26.0,13.0,1275,1356,472,225,212,0.744
akemy,0.95,167.5,0.87,0.7,107.3,0.58,0.28,0.06,0.08,21.0,12.0,982,1130,471,106,131,0.669
acrian,0.95,201.0,0.98,0.7,134.2,0.7,0.21,0.1,0.11,22.0,11.0,1886,1929,567,273,290,0.72
fuzari,0.95,185.5,0.97,0.7,120.1,0.67,0.19,0.05,0.07,23.0,18.0,1945,1999,564,152,198,0.685
Busterrr,0.95,208.1,0.96,0.68,141.2,0.74,0.23,0.12,0.13,26.0,16.0,1219,1276,377,204,219,0.77
Navarrete,0.95,185.6,0.9,0.69,120.2,0.65,0.28,0.07,0.08,25.0,12.0,951,1058,414,104,117,0.72
pepa,0.95,196.6,0.94,0.71,128.7,0.69,0.31,0.08,0.08,25.0,16.0,1793,1903,804,204,220,0.729
snirot,0.95,202.9,0.97,0.68,132.0,0.72,0.22,0.13,0.13,25.0,11.0,2466,2551,753,432,436,0.742
Bgg,0.95,194.2,0.95,0.7,124.8,0.68,0.25,0.1,0.12,27.0,17.0,2518,2657,925,369,442,0.713
kacpi,0.95,202.3,0.99,0.7,131.0,0.73,0.21,0.11,0.12,30.0,15.0,986,993,281,148,157,0.73
P1nA,0.95,182.2,0.93,0.71,119.0,0.66,0.36,0.06,0.07,33.0,11.0,1601,1718,858,146,174,0.713
chanformer,0.95,184.7,0.92,0.69,119.1,0.65,0.32,0.07,0.1,21.0,17.0,1011,1093,503,114,154,0.703
RoLEX,0.95,197.5,0.94,0.69,131.1,0.67,0.23,0.1,0.1,22.0,14.0,1441,1536,497,220,217,0.71
Bia,0.95,202.9,0.98,0.68,129.6,0.73,0.13,0.13,0.13,26.0,13.0,1163,1188,214,210,204,0.742
Ponder,0.95,203.0,0.94,0.69,135.9,0.71,0.24,0.1,0.09,31.0,17.0,1322,1400,447,184,160,0.751
Bard0lf,0.95,187.5,0.91,0.69,122.8,0.65,0.27,0.07,0.07,37.0,15.0,908,1001,376,96,104,0.719
Kaha,0.95,184.7,0.93,0.69,122.0,0.65,0.34,0.06,0.08,19.0,11.0,1014,1087,523,97,123,0.696
Rebo,0.95,182.0,0.9,0.69,117.2,0.64,0.31,0.09,0.11,22.0,15.0,5168,5723,2534,704,926,0.705
Br0die,0.95,172.0,0.89,0.71,114.1,0.6,0.3,0.06,0.09,27.0,16.0,3463,3899,1738,364,494,0.675
tsack,0.95,177.6,0.94,0.7,117.0,0.63,0.24,0.07,0.06,24.0,15.0,2013,2138,765,216,208,0.666
Kishi,0.95,209.7,0.97,0.69,135.4,0.73,0.25,0.11,0.13,28.0,16.0,2333,2411,800,352,426,0.754
Emz,0.95,195.5,0.92,0.68,128.4,0.69,0.25,0.09,0.07,22.0,8.0,908,982,331,119,96,0.743
alain,0.95,176.9,0.91,0.71,119.5,0.64,0.25,0.05,0.06,34.0,14.0,1397,1531,552,118,122,0.696
