Player,R,ACS,K:D,KAST,ADR,KPR,APR,FKPR,FDPR,HS%,CL%,K,D,A,FK,FD,DPR
hvoya,1.0,190.8,0.96,0.69,126.9,0.67,0.24,0.08,0.08,27.0,16.0,2531,2640,887,299,314,0.701
didii,1.0,208.9,1.05,0.71,140.8,0.74,0.25,0.12,0.1,23.0,17.0,1001,957,337,159,135,0.709
Retla,1.0,197.9,1.04,0.7,129.1,0.71,0.24,0.07,0.09,21.0,15.0,1649,1583,564,170,205,0.679
Julia,1.0,204.9,1.04,0.71,134.2,0.74,0.23,0.08,0.07,36.0,12.0,1531,1479,465,162,154,0.717
jovahnii,1.0,203.7,0.97,0.71,132.2,0.71,0.32,0.09,0.11,23.0,16.0,5325,5511,2401,658,800,0.731
VPNCNP,1.0,218.4,1.01,0.69,145.9,0.75,0.21,0.1,0.11,26.0,16.0,1710,1690,480,229,244,0.738
perelomslivki,1.0,192.7,0.95,0.72,121.9,0.67,0.29,0.08,0.08,25.0,14.0,809,855,346,102,100,0.71
chrollo,1.0,191.1,0.98,0.71,124.0,0.67,0.35,0.07,0.09,22.0,15.0,2772,2827,1450,300,358,0.688
Sushiboys,1.0,198.8,1.01,0.71,130.4,0.69,0.22,0.1,0.09,22.0,15.0,3494,3450,1114,481,439,0.678
JitBoyS,1.0,199.7,1.02,0.71,132.0,0.72,0.23,0.08,0.08,30.0,15.0,1480,1456,478,174,165,0.705
Touven,1.0,211.4,0.98,0.7,142.4,0.72,0.3,0.1,0.12,24.0,13.0,2223,2278,920,304,370,0.735
Pr0phie,1.0,210.5,0.98,0.71,141.2,0.7,0.31,0.09,0.11,25.0,16.0,2441,2492,1068,319,368,0.715
Hyzee,1.0,199.7,0.97,0.74,131.0,0.69,0.33,0.08,0.08,25.0,13.0,2294,2359,1107,253,274,0.711
caydeN,1.0,183.5,0.94,0.74,121.5,0.65,0.34,0.06,0.07,25.0,13.0,1364,1447,722,130,145,0.685
Wailers,1.0,172.5,0.97,0.73,116.0,0.62,0.35,0.06,0.06,25.0,14.0,736,762,419,73,72,0.645
Seraph,1.0,187.2,0.95,0.72,121.7,0.64,0.33,0.07,0.08,24.0,17.0,1160,1222,606,127,147,0.675
MAKKA,1.0,199.2,1.0,0.7,134.7,0.68,0.31,0.06,0.07,23.0,13.0,1442,1436,663,124,144,0.678
pollo,1.0,206.2,1.0,0.69,131.6,0.74,0.22,0.14,0.12,22.0,14.0,2370,2368,695,446,381,0.742
Pinkalie,1.0,198.4,0.99,0.72,129.1,0.72,0.38,0.08,0.1,29.0,24.0,1781,1799,934,199,256,0.726
lazylion,1.0,202.5,1.01,0.71,133.1,0.71,0.31,0.09,0.09,27.0,14.0,2219,2204,963,281,291,0.707
Epzz,1.0,180.6,0.89,0.73,121.7,0.61,0.36,0.06,0.05,20.0,14.0,1258,1412,735,132,96,0.688
shooterR,1.0,233.1,1.05,0.68,149.7,0.82,0.16,0.19,0.16,32.0,8.0,1644,1570,312,383,319,0.782
Suggest,1.0,217.8,1.1,0.73,138.7,0.76,0.25,0.11,0.09,32.0,9.0,1651,1505,551,234,193,0.696
naxy,1.0,178.7,0.99,0.73,117.7,0.62,0.28,0.05,0.06,17.0,15.0,1488,1502,673,126,138,0.631
nico,1.0,177.8,0.98,0.73,115.9,0.65,0.33,0.06,0.05,26.0,11.0,1893,1938,957,175,158,0.665
h6tedthemost,1.0,188.6,0.95,0.74,124.3,0.65,0.34,0.08,0.08,26.0,16.0,2027,2133,1061,246,262,0.684
itnothan,1.0,194.1,0.97,0.72,126.0,0.67,0.36,0.07,0.07,19.0,14.0,2233,2301,1181,230,219,0.695
Blahst,1.0,207.5,1.01,0.7,135.1,0.73,0.25,0.11,0.11,24.0,16.0,4705,4642,1615,723,678,0.72
Toon,1.0,200.1,0.95,0.69,132.3,0.68,0.27,0.1,0.09,23.0,13.0,739,780,295,106,97,0.713
Felipa,1.0,193.9,0.95,0.75,127.9,0.67,0.39,0.08,0.07,28.0,16.0,1586,1671,911,182,174,0.709
Zest,1.0,189.0,1.02,0.72,122.6,0.66,0.31,0.08,0.09,30.0,18.0,2844,2797,1312,331,391,0.651
Mited,1.0,212.8,1.02,0.72,137.2,0.74,0.29,0.1,0.09,24.0,11.0,1812,1782,705,246,215,0.725
bzt,1.0,218.4,1.0,0.71,142.5,0.74,0.29,0.13,0.11,22.0,14.0,2754,2760,1081,470,367,0.739
Core,1.0,203.9,1.0,0.73,134.1,0.73,0.37,0.08,0.09,28.0,15.0,1736,1740,896,185,219,0.728
qRaxs,1.0,198.2,1.02,0.73,127.7,0.71,0.32,0.07,0.08,31.0,13.0,3667,3587,1632,370,378,0.698
vong,1.0,213.7,1.0,0.71,140.7,0.73,0.27,0.11,0.1,27.0,18.0,2248,2257,840,327,317,0.735
eVoL,0.99,185.0,0.97,0.7,125.4,0.66,0.26,0.05,0.05,32.0,12.0,1615,1669,645,116,116,0.684
KPZET,0.99,197.9,0.97,0.7,130.2,0.69,0.32,0.09,0.1,33.0,16.0,1600,1643,736,218,227,0.712
Boaster,0.99,183.8,0.93,0.73,117.2,0.62,0.37,0.08,0.1,20.0,18.0,4025,4337,2421,519,657,0.67
nataNk,0.99,197.0,0.93,0.71,130.2,0.67,0.35,0.1,0.12,22.0,15.0,1832,1972,963,264,332,0.724
rayse,0.99,206.2,0.97,0.71,133.7,0.71,0.3,0.12,0.11,25.0,14.0,2473,2548,1051,431,366,0.734
PHYRN,0.99,188.8,0.98,0.71,125.3,0.66,0.24,0.07,0.07,22.0,14.0,1891,1933,699,189,189,0.674
maizi,0.99,209.2,0.99,0.71,145.7,0.74,0.24,0.11,0.1,28.0,14.0,959,973,314,122,111,0.753
Kakarot,0.99,203.8,0.94,0.69,133.4,0.7,0.35,0.09,0.09,20.0,16.0,1671,1777,834,204,216,0.744
syfi,0.99,222.7,1.01,0.68,145.6,0.77,0.21,0.14,0.14,23.0,11.0,3370,3338,905,613,625,0.761
LuoK1ng,0.99,189.4,0.96,0.71,124.2,0.66,0.35,0.08,0.09,27.0,17.0,1752,1833,917,168,181,0.695
Yuk1no,0.99,199.7,1.01,0.7,130.3,0.71,0.24,0.09,0.09,32.0,19.0,1210,1197,413,150,152,0.702
ip0TT,0.99,213.5,1.0,0.69,140.8,0.74,0.18,0.14,0.14,28.0,16.0,1143,1145,276,217,214,0.743
ikke,0.99,201.2,0.93,0.71,131.1,0.68,0.29,0.12,0.11,18.0,11.0,2489,2667,1067,441,402,0.732
Daicute,0.99,226.4,1.06,0.68,144.6,0.8,0.18,0.14,0.14,23.0,11.0,2080,1954,474,366,363,0.751
scarn,0.99,227.2,1.03,0.7,149.4,0.79,0.2,0.17,0.16,24.0,10.0,2004,1946,509,437,396,0.767
Nozz,0.99,181.0,0.95,0.73,118.1,0.64,0.33,0.07,0.08,22.0,16.0,1988,2082,1029,218,249,0.666
Reita,0.99,214.0,1.07,0.7,134.6,0.74,0.23,0.13,0.12,23.0,15.0,1862,1743,567,323,289,0.696
SungJin,0.99,178.2,0.95,0.71,116.6,0.64,0.37,0.06,0.06,24.0,14.0,945,998,553,86,96,0.675
Mel,0.99,186.9,0.98,0.71,124.0,0.66,0.34,0.06,0.07,23.0,17.0,1306,1331,663,126,136,0.677
alkyia,0.99,225.1,1.04,0.7,146.0,0.78,0.18,0.21,0.18,27.0,13.0,1606,1551,380,431,375,0.75
Rainy,0.99,189.7,0.99,0.72,121.8,0.67,0.33,0.07,0.07,23.0,11.0,1766,1779,881,194,170,0.673
RockeT,0.99,229.7,1.01,0.67,147.4,0.79,0.19,0.2,0.18,25.0,13.0,2989,2961,706,760,681,0.783
fiziq,0.99,185.0,0.92,0.71,124.5,0.63,0.32,0.06,0.08,25.0,14.0,4302,4658,2194,432,528,0.684
AvovA,0.99,183.6,1.01,0.72,117.8,0.66,0.3,0.07,0.09,26.0,18.0,3406,3373,1534,335,451,0.656
devilasxa,0.99,199.5,0.96,0.71,130.7,0.71,0.4,0.06,0.09,31.0,15.0,976,1016,552,87,118,0.735
Edelweiss,0.99,206.0,1.03,0.7,132.5,0.73,0.24,0.09,0.1,23.0,15.0,1135,1102,380,136,150,0.707
jakee,0.99,211.5,1.0,0.7,138.7,0.75,0.28,0.1,0.11,29.0,20.0,4269,4263,1583,573,627,0.748
Moothie,0.99,195.8,0.94,0.67,128.9,0.68,0.26,0.1,0.1,29.0,9.0,1461,1552,547,215,217,0.726
rEplan,0.99,233.1,1.03,0.68,146.8,0.79,0.2,0.16,0.15,18.0,17.0,2005,1941,508,412,368,0.766
soulcas,0.99,191.6,1.0,0.73,125.5,0.67,0.31,0.08,0.09,28.0,11.0,4149,4167,1930,485,553,0.671
W1nner,0.99,202.9,1.02,0.69,130.8,0.72,0.22,0.11,0.11,26.0,19.0,1655,1619,514,256,261,0.705
capriciouS,0.99,201.3,1.01,0.69,131.1,0.72,0.22,0.12,0.12,34.0,19.0,1227,1209,369,204,202,0.712
Sunday,0.99,192.5,1.0,0.73,126.0,0.68,0.31,0.07,0.06,28.0,14.0,1092,1092,501,113,97,0.68
Rawkus,0.99,172.9,0.94,0.72,114.4,0.6,0.29,0.05,0.05,23.0,14.0,1987,2120,966,163,157,0.643
quantumrino,0.99,220.7,1.02,0.69,144.2,0.77,0.18,0.13,0.15,25.0,15.0,1047,1022,251,180,206,0.753
AKUMAAAAA,0.99,210.1,0.97,0.7,136.5,0.73,0.28,0.13,0.13,27.0,16.0,3096,3178,1214,531,517,0.745
katsumi,0.99,192.8,0.99,0.72,126.8,0.69,0.26,0.08,0.08,30.0,13.0,3102,3118,1167,353,341,0.697
cbui,0.99,190.5,0.96,0.73,124.9,0.67,0.4,0.08,0.07,23.0,15.0,1568,1641,932,177,173,0.702
isaa,0.99,203.7,0.99,0.7,134.1,0.7,0.25,0.13,0.13,23.0,13.0,2241,2261,784,417,412,0.709
Rave,0.99,207.8,0.97,0.69,141.8,0.7,0.28,0.09,0.08,25.0,10.0,821,847,332,100,97,0.726
niffy,0.99,204.4,0.99,0.7,132.3,0.71,0.25,0.12,0.11,24.0,14.0,2006,2027,712,335,311,0.722
Nanners,0.99,206.9,1.0,0.69,135.7,0.71,0.24,0.1,0.12,23.0,16.0,4748,4759,1594,669,807,0.714
NightmareSan,0.99,169.6,0.89,0.74,109.8,0.6,0.44,0.05,0.06,27.0,16.0,648,729,473,53,67,0.678
vhz,0.99,208.3,1.02,0.67,132.5,0.75,0.15,0.13,0.12,25.0,12.0,1337,1305,260,232,221,0.728
SUPERKAT,0.99,201.9,0.99,0.68,133.8,0.7,0.22,0.07,0.1,28.0,17.0,1162,1172,368,124,163,0.706
Teerapong,0.99,205.6,0.96,0.72,136.9,0.71,0.32,0.1,0.1,22.0,12.0,1625,1686,746,231,226,0.733
Supmah,0.99,201.7,0.99,0.72,128.3,0.71,0.26,0.1,0.11,22.0,19.0,2239,2251,836,319,332,0.713
Karma,0.99,225.9,1.01,0.68,151.9,0.79,0.21,0.15,0.16,21.0,12.0,962,949,258,189,200,0.777
FREY,0.99,203.7,1.02,0.69,134.7,0.72,0.18,0.11,0.1,21.0,10.0,2136,2103,531,325,295,0.706
nabil,0.99,226.3,1.04,0.7,150.9,0.78,0.22,0.13,0.11,22.0,14.0,2061,1980,582,350,300,0.754
AFoxx,0.99,185.6,1.04,0.69,126.2,0.7,0.13,0.1,0.08,36.0,9.0,1337,1285,252,188,144,0.674
Duno,0.99,176.4,0.93,0.73,115.2,0.61,0.35,0.06,0.06,22.0,13.0,2627,2813,1507,238,255,0.654
gucc107,0.99,196.3,0.94,0.71,127.8,0.68,0.37,0.07,0.08,20.0,15.0,5950,6300,3215,619,688,0.722
spoof,0.99,201.3,0.99,0.72,133.6,0.72,0.26,0.1,0.09,25.0,12.0,749,754,275,100,95,0.724
Abo,0.99,203.6,0.98,0.69,127.9,0.71,0.2,0.14,0.13,28.0,16.0,1056,1077,303,109,99,0.728
dispenser,0.99,199.8,1.02,0.69,130.5,0.7,0.21,0.1,0.1,21.0,16.0,2629,2568,785,358,380,0.685
Julis,0.99,193.8,1.01,0.74,125.0,0.7,0.32,0.06,0.06,23.0,14.0,1028,1020,461,86,91,0.697
mina,0.99,212.8,1.01,0.7,135.2,0.75,0.2,0.14,0.14,22.0,13.0,7261,7200,1960,1389,1349,0.74
rCk,0.99,200.7,0.92,0.71,134.0,0.67,0.37,0.07,0.06,22.0,13.0,1753,1898,981,181,161,0.72
Flex1n,0.99,183.1,0.94,0.71,119.4,0.65,0.42,0.08,0.08,25.0,15.0,1095,1162,714,70,73,0.687
ZerG,0.99,216.3,1.01,0.68,141.0,0.76,0.15,0.15,0.15,26.0,13.0,1279,1270,259,252,229,0.757
Xdll,0.99,198.6,0.94,0.72,130.2,0.68,0.35,0.08,0.09,25.0,12.0,1260,1337,637,150,174,0.726
bramz,0.99,207.7,1.04,0.69,132.0,0.73,0.2,0.11,0.11,25.0,14.0,2867,2768,766,449,417,0.708
bacyx,0.99,202.6,0.97,0.69,133.5,0.7,0.21,0.1,0.11,25.0,15.0,1106,1137,325,162,163,0.724
maxie,0.99,192.1,0.97,0.72,129.5,0.68,0.32,0.08,0.1,27.0,17.0,1157,1194,538,131,160,0.702
scourge,0.99,220.3,1.0,0.68,144.3,0.76,0.19,0.14,0.14,33.0,12.0,3633,3629,928,686,690,0.763
blurred,0.99,208.4,1.0,0.68,134.5,0.74,0.19,0.14,0.13,18.0,15.0,1543,1547,397,291,275,0.738
bryce,0.99,199.2,1.01,0.7,130.6,0.71,0.2,0.08,0.08,25.0,11.0,1668,1652,462,193,194,0.708
Yoshii,0.99,218.4,1.02,0.68,138.1,0.77,0.16,0.17,0.15,25.0,14.0,4310,4224,906,937,850,0.757
Amaterasu,0.99,183.9,0.96,0.71,120.2,0.65,0.3,0.07,0.08,31.0,12.0,3803,3976,1750,435,462,0.68
GatsH,0.99,208.4,1.05,0.71,132.8,0.73,0.22,0.11,0.1,19.0,8.0,2326,2223,686,347,318,0.701
jeffie,0.99,207.8,0.99,0.71,136.2,0.72,0.29,0.07,0.08,28.0,13.0,1898,1917,767,195,209,0.732
Stix,0.99,187.1,0.98,0.7,125.6,0.66,0.29,0.06,0.07,28.0,12.0,3278,3360,1440,316,344,0.677
Rythm,0.99,196.9,0.98,0.69,135.2,0.69,0.27,0.06,0.08,24.0,15.0,1488,1526,579,126,180,0.706
APO,0.99,188.2,0.99,0.69,124.5,0.67,0.22,0.07,0.07,28.0,16.0,1561,1582,527,161,171,0.674
Shun,0.99,185.5,0.98,0.72,125.3,0.66,0.31,0.05,0.06,27.0,12.0,1406,1442,659,97,121,0.677
xenon,0.99,186.6,0.95,0.72,122.7,0.66,0.3,0.08,0.07,31.0,16.0,2720,2853,1237,308,307,0.696
Mixwell,0.99,220.0,1.09,0.7,136.9,0.77,0.22,0.13,0.12,23.0,15.0,4054,3729,1159,684,556,0.709
KRAY,0.99,192.0,0.98,0.71,128.8,0.67,0.25,0.07,0.07,26.0,13.0,3193,3272,1173,334,340,0.687
Trill,0.99,186.5,0.98,0.72,120.9,0.67,0.27,0.06,0.06,25.0,14.0,2485,2524,991,201,231,0.685
karam1l,0.99,209.9,1.03,0.67,138.0,0.76,0.16,0.15,0.15,34.0,9.0,759,734,157,150,148,0.731
Eso177,0.99,210.6,1.03,0.68,140.6,0.74,0.2,0.08,0.09,27.0,13.0,1886,1834,513,213,241,0.722
xazyy,0.99,185.4,0.93,0.71,120.4,0.65,0.31,0.08,0.1,25.0,12.0,1054,1135,512,123,169,0.697
RieNs,0.99,195.3,0.97,0.72,129.0,0.68,0.31,0.09,0.09,31.0,19.0,2166,2237,998,290,278,0.704
Louitan,0.99,215.3,1.0,0.7,138.2,0.75,0.27,0.11,0.13,27.0,11.0,1477,1472,529,224,248,0.746
Muj,0.99,201.9,1.0,0.71,132.4,0.71,0.24,0.12,0.11,27.0,13.0,1917,1915,658,315,285,0.706
DisisJohn,0.99,219.0,1.08,0.68,137.8,0.8,0.13,0.18,0.14,22.0,14.0,1837,1698,292,402,327,0.742
Nick,0.99,177.7,0.93,0.73,115.9,0.63,0.41,0.05,0.06,27.0,12.0,2533,2719,1639,211,242,0.68
AsLanM4shadoW,0.99,219.5,1.03,0.71,141.8,0.78,0.2,0.11,0.1,30.0,15.0,2539,2477,664,345,315,0.759
Baransel,0.99,207.1,1.01,0.71,135.1,0.73,0.27,0.1,0.1,28.0,12.0,903,895,331,124,122,0.724
Quick,0.99,207.2,1.0,0.69,131.1,0.72,0.22,0.13,0.13,23.0,18.0,2878,2884,874,504,490,0.721
NeFi,0.99,191.9,0.97,0.73,124.7,0.69,0.33,0.09,0.08,32.0,14.0,869,895,408,111,96,0.713
Apoth,0.99,191.1,0.97,0.7,124.3,0.69,0.28,0.07,0.08,29.0,12.0,3646,3742,1495,394,436,0.703
raafa,0.99,192.4,0.99,0.71,122.6,0.67,0.33,0.11,0.11,20.0,10.0,1195,1209,590,195,205,0.675
zakkv,0.99,201.7,0.94,0.71,133.3,0.67,0.33,0.07,0.08,20.0,15.0,980,1044,485,105,111,0.718
fr0st,0.99,188.0,0.94,0.73,124.1,0.64,0.36,0.07,0.06,22.0,12.0,1092,1156,620,111,99,0.677
Shanks,0.99,216.1,1.02,0.7,130.2,0.75,0.2,0.16,0.14,17.0,16.0,3014,2951,810,631,542,0.736
Skadoodle,0.99,192.5,1.03,0.73,119.9,0.67,0.28,0.1,0.1,19.0,13.0,1276,1234,530,198,163,0.651
Okeanos,0.99,226.2,1.03,0.66,145.2,0.79,0.19,0.17,0.15,28.0,13.0,3941,3835,943,824,754,0.773
Enjoy,0.99,207.6,1.01,0.7,135.4,0.73,0.19,0.12,0.11,22.0,15.0,3096,3051,795,524,474,0.722
bunt,0.99,182.6,0.96,0.74,117.9,0.65,0.41,0.04,0.05,24.0,14.0,1300,1349,832,64,86,0.67
sym,0.99,233.6,1.03,0.68,153.8,0.82,0.17,0.2,0.19,31.0,12.0,3438,3332,711,855,792,0.791
Suka,0.99,196.7,0.96,0.72,130.4,0.68,0.28,0.07,0.07,26.0,14.0,2206,2295,913,225,242,0.708
bunnybee,0.99,235.4,1.02,0.68,151.8,0.8,0.22,0.19,0.17,26.0,17.0,3243,3180,896,774,699,0.787
viness,0.99,196.3,0.98,0.72,126.9,0.69,0.34,0.07,0.08,25.0,13.0,2237,2291,1121,230,269,0.703
frei,0.99,213.3,1.07,0.7,137.1,0.75,0.27,0.08,0.08,26.0,13.0,1288,1207,469,135,139,0.702
nTK,0.99,205.4,1.0,0.69,131.9,0.72,0.23,0.13,0.11,23.0,15.0,1849,1848,584,346,290,0.717
mini,0.99,211.2,1.06,0.68,136.4,0.75,0.15,0.1,0.11,30.0,15.0,1389,1311,269,180,202,0.712
socools0da,0.99,194.6,1.0,0.73,128.6,0.71,0.32,0.08,0.08,35.0,18.0,959,958,433,103,105,0.713
xiTsha,0.99,204.0,0.99,0.7,132.3,0.73,0.27,0.09,0.09,27.0,13.0,2152,2164,794,262,269,0.733
UNCAGED,0.99,208.7,1.06,0.69,136.5,0.75,0.12,0.11,0.1,28.0,12.0,1448,1371,231,211,186,0.713
mummAy,0.99,196.7,1.03,0.7,123.3,0.7,0.24,0.11,0.09,21.0,15.0,3967,3856,1366,610,511,0.676
hoppY,0.99,203.1,1.04,0.74,129.1,0.73,0.27,0.08,0.08,25.0,19.0,2119,2028,785,231,226,0.695
artzin,0.99,224.3,1.02,0.69,144.7,0.78,0.22,0.16,0.16,24.0,11.0,1213,1185,345,252,247,0.765
Jennax,0.99,199.5,0.99,0.7,126.1,0.7,0.21,0.11,0.09,21.0,11.0,832,842,247,128,111,0.703
sh1n,0.98,189.6,0.96,0.71,122.0,0.67,0.3,0.08,0.08,32.0,17.0,1913,1983,860,225,233,0.698
Matrixx,0.98,193.6,0.96,0.73,125.8,0.68,0.36,0.07,0.08,25.0,13.0,1340,1393,710,134,158,0.706
d0rf,0.98,190.4,0.96,0.71,123.5,0.68,0.29,0.08,0.09,26.0,17.0,2021,2106,878,230,259,0.706
LoWkii,0.98,191.4,0.96,0.7,119.3,0.66,0.24,0.1,0.1,29.0,14.0,1067,1114,395,156,157,0.691
roxi,0.98,191.7,0.98,0.7,130.7,0.67,0.21,0.08,0.09,24.0,16.0,2871,2932,902,360,391,0.686
BENECIA,0.98,183.1,0.89,0.71,119.5,0.63,0.34,0.06,0.07,21.0,18.0,801,895,427,78,88,0.705
Governor,0.98,217.5,1.0,0.69,140.6,0.75,0.24,0.15,0.14,23.0,17.0,6532,6534,2097,1291,1230,0.747
cheatcode,0.98,203.2,0.94,0.7,133.2,0.7,0.31,0.1,0.1,28.0,13.0,4231,4501,1846,599,614,0.745
isa1,0.98,208.4,1.03,0.68,134.7,0.74,0.18,0.14,0.14,18.0,11.0,1398,1361,336,273,273,0.717
dazzLe,0.98,191.6,0.91,0.72,126.2,0.64,0.36,0.08,0.09,19.0,15.0,4008,4426,2270,536,575,0.702
wPanda,0.98,197.0,0.96,0.7,127.7,0.69,0.37,0.08,0.08,27.0,12.0,1147,1200,626,128,128,0.717
ExiT,0.98,212.5,1.02,0.67,135.2,0.75,0.17,0.16,0.15,24.0,12.0,2269,2223,509,475,454,0.73
Oderus,0.98,202.7,0.98,0.69,131.9,0.7,0.22,0.12,0.13,27.0,18.0,4450,4547,1391,739,842,0.714
eXerZ,0.98,210.8,0.99,0.68,139.7,0.73,0.23,0.1,0.11,22.0,19.0,1594,1612,499,210,240,0.735
novacaine,0.98,223.7,1.03,0.67,148.2,0.79,0.2,0.12,0.11,21.0,15.0,1712,1659,432,251,249,0.765
King,0.98,194.4,0.98,0.7,129.4,0.68,0.25,0.07,0.08,29.0,11.0,3479,3561,1305,357,413,0.696
seph1roth,0.98,222.6,1.04,0.68,145.4,0.78,0.18,0.17,0.15,30.0,17.0,1103,1061,253,248,216,0.747
AztKk,0.98,221.6,0.98,0.7,139.1,0.73,0.33,0.11,0.12,19.0,13.0,1368,1393,609,212,216,0.745
prozin,0.98,203.4,0.93,0.71,128.4,0.68,0.3,0.11,0.14,21.0,14.0,2326,2504,1032,381,466,0.736
Closer,0.98,196.9,0.97,0.71,127.3,0.68,0.24,0.09,0.08,22.0,12.0,1434,1474,508,200,166,0.698
panini,0.98,190.3,0.96,0.72,124.9,0.67,0.3,0.06,0.07,24.0,10.0,3114,3241,1401,294,332,0.697
theia,0.98,190.6,0.96,0.69,123.0,0.66,0.28,0.1,0.1,23.0,15.0,2362,2467,984,357,368,0.694
wavy,0.98,239.0,1.03,0.65,153.7,0.82,0.17,0.19,0.17,25.0,18.0,1467,1425,306,349,304,0.795
nyczu,0.98,189.3,0.95,0.72,126.8,0.66,0.28,0.06,0.07,21.0,14.0,1867,1962,781,166,185,0.695
LarryBanks,0.98,198.0,0.95,0.71,130.9,0.68,0.3,0.1,0.1,25.0,21.0,2168,2275,966,321,320,0.714
Zoestol,0.98,186.1,0.94,0.72,121.0,0.65,0.35,0.07,0.07,23.0,13.0,2451,2601,1327,255,252,0.694
NakJi,0.98,202.7,0.97,0.71,132.0,0.7,0.29,0.11,0.11,22.0,13.0,1872,1924,786,293,286,0.718
Samsi,0.98,201.7,0.99,0.71,134.3,0.71,0.23,0.1,0.09,18.0,11.0,1535,1558,500,208,193,0.719
Xan,0.98,229.2,1.0,0.69,150.8,0.79,0.22,0.16,0.16,24.0,21.0,957,961,267,199,199,0.793
Tuli,0.98,225.8,0.99,0.68,149.7,0.76,0.21,0.18,0.18,24.0,9.0,1394,1406,377,334,324,0.77
Insider,0.98,192.8,1.0,0.71,126.4,0.68,0.21,0.08,0.07,27.0,16.0,2792,2806,859,334,297,0.681
vanity,0.98,183.4,0.94,0.73,115.2,0.64,0.36,0.08,0.08,17.0,16.0,3507,3734,1968,433,460,0.68
bezn1,0.98,204.6,0.96,0.69,132.4,0.72,0.25,0.11,0.12,24.0,14.0,2155,2248,747,317,345,0.748
ACHRF,0.98,210.5,0.94,0.71,144.2,0.7,0.36,0.09,0.1,23.0,16.0,994,1059,517,124,144,0.746
Dinxx,0.98,203.7,1.01,0.68,130.2,0.74,0.16,0.14,0.14,24.0,13.0,1514,1501,319,280,285,0.732
Danah,0.98,204.1,0.95,0.71,135.5,0.7,0.32,0.12,0.12,25.0,15.0,1783,1876,827,303,305,0.737
aLerT,0.98,211.9,1.03,0.7,136.8,0.74,0.22,0.14,0.13,24.0,16.0,3505,3412,1044,642,594,0.717
BiggieCheese,0.98,206.8,0.94,0.72,137.0,0.7,0.36,0.11,0.08,28.0,15.0,717,763,372,111,79,0.747
deigara,0.98,201.9,0.97,0.7,132.0,0.7,0.27,0.11,0.1,30.0,18.0,1673,1725,655,258,243,0.724
saiko,0.98,221.0,1.0,0.67,141.6,0.76,0.2,0.16,0.16,23.0,9.0,2756,2760,743,588,572,0.759
ReQz,0.98,208.2,0.99,0.7,138.2,0.74,0.3,0.1,0.1,29.0,15.0,961,971,393,134,128,0.747
braveaf,0.98,195.0,0.96,0.7,126.2,0.68,0.27,0.09,0.09,27.0,17.0,1413,1472,565,183,179,0.706
Docent,0.98,200.1,0.96,0.69,129.8,0.7,0.3,0.09,0.09,26.0,20.0,2304,2404,978,309,314,0.727
Soto,0.98,210.8,1.03,0.67,139.7,0.76,0.17,0.12,0.12,36.0,12.0,4835,4682,1109,748,734,0.735
snw,0.98,217.2,0.99,0.69,140.3,0.75,0.17,0.18,0.16,23.0,15.0,1469,1478,337,353,309,0.759
MARCTYLINHO,0.98,188.7,0.95,0.72,122.3,0.66,0.32,0.06,0.05,20.0,13.0,1135,1192,552,103,90,0.691
RaM,0.98,217.0,0.99,0.7,141.7,0.75,0.26,0.12,0.11,25.0,12.0,2925,2944,1023,457,417,0.757
dimasick,0.98,199.6,1.02,0.7,129.0,0.71,0.21,0.11,0.1,31.0,12.0,1995,1961,601,310,267,0.696
Harry,0.98,186.5,0.98,0.66,123.3,0.65,0.21,0.06,0.07,22.0,17.0,945,964,308,88,98,0.66
shéd,0.98,226.3,1.04,0.67,146.7,0.8,0.17,0.15,0.15,25.0,11.0,2328,2229,493,447,432,0.77
Wild0reoo,0.98,208.7,0.97,0.7,138.1,0.73,0.27,0.12,0.13,27.0,17.0,2116,2178,790,338,365,0.751
JoshS,0.98,206.2,0.97,0.69,134.3,0.72,0.26,0.11,0.11,26.0,14.0,1688,1742,616,262,262,0.745
Draxi,0.98,175.0,0.89,0.74,111.3,0.62,0.4,0.07,0.07,22.0,17.0,1647,1842,1058,176,194,0.693
minse,0.98,202.6,1.09,0.69,132.6,0.72,0.2,0.08,0.08,22.0,14.0,2237,2043,616,261,238,0.654
olulu,0.98,199.0,0.93,0.73,128.4,0.69,0.48,0.1,0.11,25.0,13.0,944,1020,652,135,144,0.746
Destrian,0.98,181.0,0.92,0.72,121.6,0.63,0.36,0.07,0.08,25.0,16.0,2347,2553,1355,267,277,0.681
McKonsti,0.98,192.4,0.97,0.7,128.0,0.67,0.24,0.07,0.06,21.0,14.0,992,1019,351,99,95,0.684
Hotsauz,0.98,196.8,0.97,0.69,132.1,0.69,0.23,0.09,0.08,24.0,14.0,1045,1077,349,136,127,0.707
Midnight,0.98,190.5,0.99,0.71,124.6,0.68,0.29,0.07,0.11,24.0,17.0,702,710,301,69,107,0.687
dephh,0.98,189.5,0.94,0.71,124.1,0.66,0.27,0.1,0.1,25.0,11.0,3334,3536,1361,502,488,0.705
NiceHacks,0.98,215.0,0.97,0.68,138.5,0.73,0.21,0.17,0.16,20.0,14.0,1627,1682,458,368,359,0.757
Harmful,0.98,221.3,1.03,0.65,141.0,0.79,0.16,0.18,0.16,29.0,12.0,4895,4762,965,1097,1018,0.766
BabyJ,0.98,198.6,1.01,0.7,128.6,0.69,0.21,0.09,0.11,24.0,21.0,953,947,283,121,144,0.687
